id,example,term,binary_label
756,"RT @KillAllSimps: Miley Cyrus pussy probably taste like wet dog, she has a negative ass, and the bitch looks like Justin Bieber, she so ove&#8230;",pussy,0
794,RT @StonerBoii2cold: &#8220;@TreVaughnLG: Moma said no pussy cats inside my dog house&#8221; that's what got bro nem locked inside the dog pound !!,pussy,0
808,"RT @WhenRappersaids: When Tupac said ""I ain't a killer but don't push me, revenge is the sweetest joy next to getting pussy"" http://t.co/wF&#8230;",pussy,0
812,RT @WhittTooCold: Ray J is the perfect example of what happens when you give a lame nigga some pussy,pussy,0
814,RT @WhoSFlyy__: i was ready to delete my entire instagram app when i found out one of my IG crushes was selling pussy on backpage for $75 f&#8230;,pussy,0
817,"RT @Witchsistah: ""I ain't tryna steal ya car, but I DID eat the hell outcha wife's pussy!"" #htgawm",pussy,0
821,"RT @WorldStarFunny: 5000 RTs &amp; I'll grab the mic &amp; yell ""fuck her right in the pussy http://t.co/g3KMMz4jT6",pussy,0
824,"RT @XANSHAWTY: U can eat all the pineapples you want 

Ur pussy still trash.",pussy,0
825,RT @XIXMCMLXXXV: It make the pussy sing. &#8220;@_MouthLikeLicka: It aint? RT @Mike_got_hoes: My dumb ass thought that was a microphone http://t.&#8230;,pussy,0
827,"RT @XtraXtraLex: I was disgusted, betrayed, hurt, &amp; my pussy drier than a niggas skin in the winter time",pussy,0
829,RT @YBeJeff: When you ate the pussy but yeen think she was gone tell anybody&#128555;&#128555; http://t.co/WgIHekh5qb,pussy,0
830,RT @YaboySkeete: Lmaoooooo RT @ItsMeGrizz: Nymphos are stupid. Go hose your pussy down you weird bitch,pussy,0
831,"RT @YahDontSay: ""@TaeCocky: Periods dont stop nothing but a sentence boo, let me taste that pussy.... I bet u taste like quarters"" http://t&#8230;",pussy,0
842,RT @YungTweetGod: Bitches will give their pussy to the whole community but wont give a nigga a piece of gum,pussy,0
844,RT @YurUgly: Niggas these days will walk 10 miles to get some pussy. &#128557;,pussy,0
852,RT @_BeautifulKeezy: &#8220;@sofpizzie_: These hoes gonna be stunting in Florida with the pussy&#128586;&#128548;&#128548;&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128128;&#128080;,pussy,0
853,"RT @_BredDIFFERENT: Niggas will fuck yah good , eat ya pussy then go home to they bitch like ain't shit happen &#128553;&#128530;",pussy,0
854,RT @_DJPHILIP: &#9995;&#128214;My mama told me if a bitch feet dirty her pussy dirty cause ya feet the first thing that hit the water when you bathe.,pussy,0
856,"RT @_Fvfx: Pussy will always be my fav iggy song, like how do you not like a song that just says pussy numerous amounts of time.",pussy,0
857,RT @_HolySmokes: If you can't eat pussy that's got hair on it I'm not even sure you really know how to eat pussy.,pussy,0
858,RT @_ImOVERSEAS: Hoes out here selling pussy for some new uggs! You disqualified,pussy,0
860,"RT @_ImtrILLasFuk: If her pussy got over 10 body counts, It's dead&#128128;. Pussies&#128049; only have 9 lives &#128514;&#128514;",pussy,0
861,"RT @_ItsUpWitPc: Gotta eat her pussy so good she forget dick coming next. Have her talking to herself like ""he brought dick with him too"""" &#8230;",pussy,0
864,"RT @_KJTheGreat: I knew a bitch in college who sold the pussy for 2-3 ""favors""",pussy,0
865,RT @_LastQueenCyn_: Niggas be in that pussy like http://t.co/DDJSB5itcD,pussy,0
866,RT @_MindAtEase: Wet pussy with no smell a mf,pussy,0
871,"RT @_Perarl: BITCH YOU GUESSED IT ""@VSamone: &#8220;@_Perarl: my pussy cuteness always sets me up for a good day&#128522;&#8221;u need some dick""

WOOOOH

You &#8230;",pussy,0
872,"RT @_RealThickJazz: ""@1inkkofrosess: Makem eat my ass since eating pussy ain't major nomore &#128175;&#128553;&#128514;&#9996;&#65039;&#128584;&#128129;&#128079;&#128522;"" &#128514;&#128514;",pussy,0
874,RT @_TJL0326: &#8220;@JNH_54: When the pussy so wet you hear that shit smacking &gt;&gt;&gt;&gt;&gt; &#128049;&#128166;&#128166;&#128553;&#128525;&#128588;&#8221; &#10071;&#65039;,pussy,0
875,RT @_TootieDee: Ion want the pussy if it come wit hairs,pussy,0
879,RT @_____AL: Exactly. Don't be gettin no additional pussy for them soft ass tweets. Jus be you dude lol,pussy,0
880,RT @___iv: &#8220;@CamoQuay: Bro even with uno webo I still get more pussy than you &#128586;&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,pussy,0
881,"RT @__iamjazz: ""@shaaaaayy_: i wish i was born in a different generation , cause yall just make my pussy bones hurt . sicken ass children .&#8230;",pussy,0
884,"RT @_deemarieeeee: Nomatter how much I'm feeling you, u can't compete with girls who throw the pussy. Im just gonna always take the L",pussy,0
885,RT @_hillzzz: this is real life &#128557; RT @NoWomanIsRight: She want to give u pussy so bad she mad at u cus u fucking it up,pussy,0
886,"RT @_iGotHer: ""Her pussy fatter than ya dick"" lmao",pussy,0
887,"RT @_jahmall_: &#8220;@_BlueUnicorns: Df Bruh http://t.co/EIvJYapKuD&#8221; ""go wash the dishes in the sink then come upstairs and eat this pussy""",pussy,0
891,RT @_politeASSHOLE: 1) A real nigga would NEVER be hurt and crying over pussy they didn't get for two years. What kinda gay shit is that?,pussy,0
897,"RT @_princessShy: pussy like girls&#128571;, damn is my pussy gay?",pussy,0
898,"RT @_sheswatsPOPPIN: js met a lil bitch wit a long name mufucka had more letters den Tennessee, I go gorilla ina pussy, RIP&#128527;",pussy,0
899,RT @_soulfulsiren: &#8220;@VizyIsIgnant: When she waives her pussy fees&gt;&gt;&gt;&gt;&#8221; bye Lawrence &#128075;,pussy,0
900,"RT @_tiffnasty: Lmaoooooo RT @Weed_Cloudz: If we cuddle then Im sliding something thick in your pussy, just a warning",pussy,0
903,RT @alexis_mahnal: &#128557;&#128557;@iDntWearCondoms: If I cum on your pussy don't be tryna rub it in like they do in the pornos cuz if u get pregnant tha&#8230;,pussy,0
906,"RT @alwayznpolo: years of eating and still no beard, more of mythology. RT @willyroast2 When you eat pussy it helps Yo beard grow this is s&#8230;",pussy,0
910,RT @asialacap: &#8220;@ViriDoesItt: @asialacap her face so damn flawless.. I know her pussy taste like peaches and all my life goals&#8221; lmfaooooooo,pussy,0
915,RT @basedamERICan: This burger 3 days old but I eat 19 yr old pussy so I should be fine right ? http://t.co/iHVxyab2vN,pussy,0
918,RT @bigshaadswerver: Yu take this money we gon throw a party on that pussy,pussy,0
924,"RT @brownandbella: YASSSSSSSSSSSSSS!!!! RT @DearLeader10: Nothing wrong with Black girls having high dick standards, our pussy bomb nigga!",pussy,0
925,RT @bugattibeez: pussy still taste like McDonald's fries. RT @BOOSIERENE: I eat pineapples everyday they so good &#128553;&#128069;,pussy,0
930,RT @caseytu88662466: Play pussy get fucked,pussy,0
941,RT @chvmpagne: Bitches that dress like this pussy taste like hot dog water and bad grades. http://t.co/wrfv9Ld6eo,pussy,0
945,"RT @collegefession: ""Guy tells me he doesn't eat pussy, and all of the sudden I don't suck dick anymore"" - Centeral Washington University",pussy,0
946,"RT @collegefession: ""We're putting long hard dicks down our throats the least you could do is lick a little pussy #returnthefavor"" - Illino&#8230;",pussy,0
948,RT @corey_emanuel: &#128557;&#128557;&#128557;&#128557; RT @ivyleague1908: SHAT!!!!!! RT @DirtRoadDon: When Deltas smell they own pussy http://t.co/3LojKQM8ZG,pussy,0
950,"RT @craigslistlove: 'Doctor' is available to examine your pussy, testicles and penis as painlessly as possible.",pussy,0
951,RT @craigslistlove: I want to eat as much pussy as I can before Lent. - m4w - 29,pussy,0
952,RT @craigslistlove: some women just weren't blessed with a cotton candy pussy,pussy,0
954,"RT @cthagod: You know my motto ""It Ain't Tricking If She's Worth It"" but fuck first, trick later depending on the potency of the pussy.",pussy,0
1065,This nigga jerry room smell like bad pussy!&#128530;,pussy,0
1111,"You girls got no job, no college set up to have a better future, then get mad when a nigga leave you cause all you got is pussy",pussy,0
1156,smh RT @uglyhxes Tyga shoulda knew Blacc Chyna was a hoe when his son crip walked out her pussy.,pussy,0
533,He's a pretty damn good actor. But as a gay man it's awesome to see an openly queer actor given the lead role for a major superhero film.,queer,0
971,"RT @ghostattics: ""what can banks do to show engagement with the queer community?"" ""HIRE TRANS WOMEN""",queer,0
1074,Weekend is here. What an amazing week this has been. Let's use this extended weekend to celebrate our successes my fellow queer folk.,queer,0
137,&#8220;@BasebaIIVines: Michael Pineda hides pine tar...on his neck http://t.co/PJRKJeaY6h&#8221; fact that the Yankees cheat &#128077;&#128077;&#128077; Go Red Sox!! #Boston,red,0
182,"@AllieLexiLove I like them dark, light, Carmel, white, red, tan, yellow, blue, purple, green. It doesnt matter what color they are",red,0
230,@Joey_D26 sweet comeback u fuckin herb I dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from NYC fag,red,0
242,@MissRobinV that pic with the red bone in braids and that tiger in the back for sale?,red,0
397,"@tdwp327 practically anything that&#8217;s colored red often contain red pigments extracted from the female coccus costa, or cochineal insect.",red,0
425,Alex Smith wears red and yellow now so quit being psycho ex boyfriends and get over him. He's in the past,red,0
450,"Dad: Why are your eyes so red? Son: I smoked weed, Dad. Dad: Don't lie to me, you were crying because you are a faggot.",red,0
474,"Despite the zebra red rocket special, portland beats those jersey shore floppers.",red,0
517,"Get some H&#228;agen-Dazs ice cream bars, a whole lot, make sure chocolate, gotta have chocolate, man. Some popcorn, red popcorn, graham crackers",red,0
521,Happy this nigga nick old I only like red bones ass is watching this.,red,0
541,I almost ran this fine red bitch over.,red,0
549,I got my eyes on this red bone,red,0
570,"If the Yankees can't beat the Red Sox, they don't even deserve to be in the playoffs #yankees #redsox #mlb",red,0
613,Nature's majesty is beautiful! *melts butter* RT @AP: PHOTO: Rare blue-colored red king crab caught in Alaska waters: http://t.co/Ia5kFoU2B3,red,0
727,RT @ERlKTweets: what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc&#8230;,red,0
775,RT @PhuckedFame: Thick red bones in style or nah? &#127817; http://t.co/Cfhis3L8bT,red,0
785,"RT @PurelyFootball: Well done to @kimabakken who correctly answered Almeria. 26 yellow, and 1 red card so far this season.",red,0
789,"RT @SBNation: Reds fan snags foul ball, gets shoved by player, flips bird, becomes True American Hero: http://t.co/yDu4PR531R http://t.co/&#8230;",red,0
936,RT @chicagotribune: Chicago will not refund $7.7 million made from red light tickets issued after yellow lights were shortened http://t.co/&#8230;,red,0
1018,"Roses be red
Orchids be bigger 
Donts tell yo daddy
You fuckin a nigger 
#VDdie",red,0
1056,They come to you out of the blue. They make others see red and green with envy. They aren't always black or white. You're not yellow luckily,red,0
1060,"This is a sexy tweet. RT @Yankees: With a 6-0 lead, #Yankees turn to Matt Thornton to finish off the Red Sox in the 9th.",red,0
1105,"Yesterday, I saw a red hair do, with streaks of orange and yellow in it. Combed up like Woody Wood Pecker. And... http://t.co/o3hiKa2Fin",red,0
159,&#8220;@alicia_688: You aint special niglet RT @Vice504fly: When I'm chilling wit Greg ppl walk up to me to ask me to take pics&#8221;hatin,specialize,0
294,@Shvkxir @RickiRoma @BaeSongz @JayZOverrated Ahmed and retard mikey for special Olympic boxing,specialize,0
473,"Despite the zebra red rocket special, portland beats those jersey shore floppers.",specialize,0
551,I hate the ghetto trash at the special school across the street from my building. All of them will grow up to be criminals.,specialize,0
713,RT @Chvntre: sometimes I wanna upper cut this bitch but I don't know if she's special ed or not,specialize,0
962,RT @earthWormSLIM: if melo go to the bulls they still gon be trash unless melo get special privileges allowin him 2play in a allstar uniform,specialize,0
1029,"Special thanks to Tina, Charlie and staff at Waverly Hills... thanks to everyone that dedicated time to make the... http://bit.ly/aKyqk2",specialize,0
1045,There's a special place in hell for people who slam on their brakes for yellow lights &#128532;&#128299;,specialize,0
1067,"Told that hoe she special, like the McRib&#169; at McDonalds..",specialize,0
317,@Versanche only faggots drive stick,sticks,0
661,Pass them sticks bitch!!!!!!!,sticks,0
870,RT @_POCAPetite: stick by his side and don't give his pussy up . .,sticks,0
938,RT @chrisbegettinit: &#8220;@_100D: It's like zero bitches in nap that's gon stick by yo side if you fall off &#128175;&#8221;FORREAL THO THIS AIN NO LIE &#128175;,sticks,0
1069,"Twitters little blue birds name is Larry, after Celtics, ISU Larry Bird, stick ticker is $TWTR.",sticks,0
383,@ramaxe1965 dubya hates todays teabagger movement.,teabagger,0
995,RT @sorryimalex: I got called a faggot for buying girl toms so now I'm gonna fuck that person in the ass,tom,0
1053,"They be looking at Tom Brady while he going off on tge sidelines like, Whatever bitch. Lol",tom,0
1073,Video: Charlie Baker remembers Tom Menino http://t.co/vdaOWLZksv,tom,0
1,!!! RT @mayasolovely: As a woman you shouldn't complain about cleaning up your house. &amp; as a man you should always take the trash out...,trash,0
34,"""@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha",trash,0
46,"""@Nicholas_ted33: Kobe stay talking trash. But let's not forget http://t.co/VH4tnEkvTP"" @J_Austin12 I meant to do this one. Smh.",trash,0
68,"""@ayyee_ceee_: One mans trash &#128686; is another mans treasure &#127942;""",trash,0
73,"""@itscoleharmon_: When twitter rappers dm me their trash links http://t.co/35nMR4AUQg""",trash,0
190,@ChaleCarlo5 fuck outta here and go put some more trash ass ink on your faggot ass self pussy,trash,0
235,"@LILNTHEBASEDGOD her face ugly to me, &amp; her nudes were trash.",trash,0
261,"@PlannedSickDays hey, do you have that screen shot of djk's wiki page being updated regarding the trash can incident?",trash,0
266,@Progress4Ohio @msnbc @meetthepress Would not spend my money on trash like that!,trash,0
276,@RealSkipBayless man what about Wilson being the 2nd Black QB to win a chip? Talkn about trash talk. No shine for Russell..,trash,0
279,@RobDa64 thanks!!! Now go clean that trash can ya lil nasty! Lol,trash,0
280,@RobFernau @GregAbbott_TX @NRA dead babies piled up like trash at a dump Something to be proud of,trash,0
282,"@Ronnie2K not just @Pharrell gave 2k a trash non-basketball soundtrack, y'all still have problems with servers &#128530;",trash,0
287,@SamFeistCNN @CNNPolitics your opinion plz. When election over will there be any improvement or will BO still be allowed to trash America?,trash,0
303,@StunningStina their tortillas are trash though.,trash,0
308,@TheAngryAfrican @Kiyxni i don't think he can beat Mayweather but he's far from trash. Unlike Floyd he actually put Maidana down.,trash,0
309,"@TheClaireBear36 Don't like to trash talking either way. But to be fair, that's just on Twitter. I'm having a ball on texts.",trash,0
310,@TheLittleFella_ @OLE_VertyBstard @thereal_EMandM @Justinrogo01 boooooooo that was trash,trash,0
311,@TheLittleFella_ do yourself a favor and ball that up and throw in the trash.,trash,0
316,@UniversionRBLX Don't you have a trash can?,trash,0
318,@WORSTRAPLYRlCS Everything Jay-Z writes is trash.,trash,0
319,@Willstreakk @Tycff10111 according to you my place is in kitchen. Excuse me while I take out the trash,trash,0
390,"@steve_phillips_ funny, I thought @bobmuellerwkrn #tbt 90s photo this week would have you hanging me over a trash can by my ankles",trash,0
411,"A homeless dog living in a trash pile gets rescued, and then does something amazing! Please share. http://t.co/SzpStdxmn6 via @youtube",trash,0
429,And the Jew @Deuterostomes favorited my tweet though. Lol. Don't have anymore time for this trash.,trash,0
449,"Dad brought me home a watermelon eegee, but I don't like it so it's going in the trash &#128686;",trash,0
453,"Damn ""@JonnieSantana: It's kinda trash man RT ""@80sbaby4life: How many of you actually have had a threesome. Honestly""""",trash,0
462,Dawg!! RT @Chill__Cosby: Man this about to be another trash Thursday night game,trash,0
481,"Don't dance, Iggy. It's trash just like your music.",trash,0
483,Don't follow the astros they said. They're trash they said. Well now look at them #astros,trash,0
494,Early morning beer as a reward for waking up and taking the trash out,trash,0
497,"Even though Lil Wayne's music has turned into trash, No Ceilings and I Am Not A Human Being will always be my favorites.",trash,0
500,FF has been consistently one of Marvel's worst properties. Ultimate FF was good; but the entire Ultimate universe is now in the trash.,trash,0
501,Fantasy squad doing so trash :/,trash,0
604,Making up Drake disses&gt;&gt; RT @RepMyCityX: @TyZebruh cant wait to call it trash and tell everyone that B L U will forver be the goat out of LA,trash,0
627,Offensive line is trash,trash,0
631,Oh shit! &#128557;&#128128; RT @ImDatNigga_Jack: &#8220;@Sherman_King: Dallas trash.&#8221; Your hairline is trash,trash,0
633,"Oh your gonna ruining your life just throwing it away smoking weed, but my test scores are higher than yours. . . . Just trash my life",trash,0
634,Ok so not all the shows on Cartoon Network are complete trash. Stevm Universe is awwwwwesomeeeeee,trash,0
645,One man's trash is another's Transformer &#8594; http://t.co/lpYNVqWXXx,trash,0
646,One mans trash is another mans treasure,trash,0
647,One mans trash is another mans treasure #believe,trash,0
656,Or I'm vibing and they ask to see the aux cord knowing they bout to play some trash &#128530;,trash,0
657,Or their music is trash,trash,0
658,PHILOSOPHY EXISTENTIALISM AND DEPTH and not trash pop #MTVHottestLanaDelRey,trash,0
659,Panda Express is so trash but I wanted Chinese and didn't feel like gettin out the car,trash,0
673,People with trash cars LOVE to drive fast and reckless,trash,0
682,RT @490xl: why get attached to people when you can jump in a trash can and feel the same way,trash,0
683,RT @AC_Hussle: Bron pregame speeches be so trash though lmao,trash,0
687,RT @ActuallyAmDolan: wen u look liek trash n sum1 complimentz u http://t.co/5AgYHBTFXh,trash,0
689,RT @Alleycelestine: &#8220;@ViriDoesItt: Kissin small lips is trash lol..&#8221;!!! Yessssss,trash,0
693,"RT @Avery_Ave23: &#8220;@iKeepItTooReal: When the trash bag is so full , you can barely tie it....&#128548;&#128548; http://t.co/OtzfiqMWI0&#8221;OMG!! STTOOOPP!!&#128563;&#128514;&#128514;&#128557;&#128557;",trash,0
696,RT @BadAdviceDog: when you look like trash and someone compliments you http://t.co/RRQzsYM4tY,trash,0
697,RT @BaddieBellaDona: Instant mashed potatoes are trash &#128686;,trash,0
698,RT @BasedChasen: Big 10 been trash for years now lol its a basketball conference now,trash,0
741,"RT @JamesOKeefeIII: Denver TV airs clip of digging through trash in ""Ghetto Aurora"" to put Black and Mexican ballots to ""good use.&#8221; http://&#8230;",trash,0
750,RT @JoeBudden: The dating scene so wack out here dog&#8230; shit super trash.,trash,0
781,RT @Poochda63: I go to take the trash out and a darkskin nigga stole my damn garbage,trash,0
800,"RT @TitansHomer: Me: Do you sell any larger sized condoms?
Her: Sir those are 13 gallon trash bags!
Me: *winks until security escorts me &#8230;",trash,0
809,RT @WhitePeopleTalk: &#8220;KOBE&#8221; as they shoot a piece of paper into the trash,trash,0
818,RT @Woody_AFC: @_WhitePonyJr_ @ivanrabago_ no doubt about it. I mean its cute tossing around trash cans and having 98lb Mexican boys wantin&#8230;,trash,0
823,RT @XANSHAWTY: U can eat all the pineapples you want Ur pussy still trash.,trash,0
832,RT @YahooFinance Two stocks to turn trash into cash http://t.co/MRmlxaCOXx,trash,0
845,RT @Zach_Dorsey: My trash is worth more than you,trash,0
863,RT @_JohnFKennedy_: One man's trash is another man's wife #Fact,trash,0
901,RT @ahmadblack35: Can someone find the Georgia fan who talked trash to me and told me he hope we don't end up like Tennessee? Tell him I'm &#8230;,trash,0
902,RT @ahmiryoung Lakers on....I thought trash day was Monday,trash,0
907,RT @amyalkon: School admins take hungry kids' lunch &amp; throw in trash because their lunch funds aren't paid up. That'll teach em! http://t.c&#8230;,trash,0
909,RT @anticvlum: Lol I'm litetally just a walking trash can,trash,0
912,"RT @attsmcjay: ""One man's trash is another man's treasure""...perfectly explains strippers with daddy issues.",trash,0
914,RT @bakedbeansbro: Throw me in trash http://t.co/GvGMJJ6vYi,trash,0
926,RT @camilleftansel: i've read the hunger games 12 times i am trash,trash,0
929,"RT @carrielusch: You might be a liberal if you continue to trash America, claiming how horrible and evil it is, yet you refuse to leave",trash,0
931,"RT @ceut: BushCo used to publicly trash ex-officials who wrote books - Snow, O'Neill, etc. Bet we won't hear PBO trashing Gates... #morning&#8230;",trash,0
937,RT @chilltweetss: when I make the paper ball into the trash can &#128168; http://t.co/Xnx2XEGACm,trash,0
939,RT @chughes717: @TyZebruh trash cans are always demanding new music from the gawd Tyga,trash,0
953,RT @cthagod: Lance Stephenson trash talk didn't affect anybody but Lance Stephenson,trash,0
959,RT @drizzyswerve96: @0kkaren it looks like he's wearing a trash bag,trash,0
961,RT @duttyOGshake: for real this game is pub trash let's do drugs and get smashed,trash,0
964,"RT @eidolon_ebooks: dreamt i was in a trash bag, btw.",trash,0
966,RT @fatguythe: *sings Careless Whisper to broken 7 year old flip flop on the way to the trash,trash,0
1036,That front flip was trash. That's how I front flip into the swimming pool and land on my back every time.,trash,0
1042,There is a trash bag in my hall thats been there for like 2 wks. Weird thing: it changes consistency every few days,trash,0
1092,"Yea Oscar your a grouch.. ""Bitch I live in a fuckin trash can""",trash,0
1095,Yea buddy RT @YallJustDontKno: A lot of NBA trash talk going on,trash,0
1097,Yeah that's where you're supposed to put the trash can.... #rude http://t.co/molWF0py,trash,0
1098,Yeah the NFL trash as fuck for this London shit,trash,0
1101,Yellow jackets at gas station trash cans are THE worst,trash,0
1102,"Yep, sources confirmed it. That Iggy concert last night was trash",trash,0
1103,Yes. And favorites this. RT @StraightCash08: @202SOLE please tell me you didn't buy that trash,trash,0
1117,You said you be smoking strong but your wrong you been smoking trash and it aint in my lungs if it aint that pressure,trash,0
1118,You said you be smoking strong but your wrong you been smoking trash it's not in my lungs if it ain't that pressure.,trash,0
1120,Your grammar is trash.,trash,0
1122,Yup RT @Durags4Eva: Egg nog trash rap,trash,0
1126,"bound, gagged, shoved in a trash bin with two bullets in the back of the head. ""I suspect natural causes."" said the world's worst detective.",trash,0
1128,chargers and raiders are both trash&#9889;&#65039;#boltupdoe,trash,0
1129,chicken spaghetti trash,trash,0
1130,diet coke trash,trash,0
1133,eggnog trash,trash,0
1134,"eharmony just informed me that my soulmate is an 02 Sea Doo with a trash bag of Whataburger taquitos bungeed on top. Thx, Dr. Neil Warren.",trash,0
1136,escort missions in games are universally trash,trash,0
1137,guess I will mess with it later! not sure what else to do! maybe trash it! lol!!! not yet maybe after I when the lottery!,trash,0
144,"&#8220;@CodeineQueeeen: I'm tired of her corny vines, ugly faces, and stupid voices my nigga http://t.co/mstruehtDj&#8221;niggah she's sexy &#128561;",uglies,0
234,"@LILNTHEBASEDGOD her face ugly to me, &amp; her nudes were trash.",uglies,0
467,"Dear ugly hoes: Stop playing hard to get, you're already hard to want.",uglies,0
475,Dick so little ugly hoes tryna find me.,uglies,0
554,"I hate when people tell me I have to many tattoos, and they make me look ugly. Like bitch fuck you",uglies,0
557,"I tell the truuuOoooth... That bitch is ugly, yeah her aunt, and momma too. I was gone lie about er, but bro I had to tell the truth.",uglies,0
561,"I told my mom she eats cereal ugly &amp; she gon say ""your a rude little bitch"" I just thought I should let bitch know &#128514;",uglies,0
746,RT @Jazsmin__: You always ugly to a bitch that don't like you&#128564;,uglies,0
919,RT @bitchniggabob: If she called me ugly and started pushin me around. I'd run like a mother fucking pussy screaming for my mom to help htt&#8230;,uglies,0
